ID,AUTHOR,WORK,LOCATION,TEXT
3401,Demosthenes (0014),Against Aristocrates (023),60.9,"τῷ δὲ ἀμυνόμενος γράψαι δηλοῖ τῷ πάσχοντι διδοὺς τὴν ἐξουσίαν, οὐκ ἄλλῳ τινί."
3402,Demosthenes (0014),Against Aristocrates (023),60.11,"ὁ μὲν δὴ νόμος εὐθὺς ἀμυνομένῳ δέδωκεν ἀποκτιννύναι, ὁ δ’ οὐδὲν εἴρηκεν, ἀλλ’ ἁπλῶς ἐάν τις ἀποκτείνῃ, κἂν ὡς οἱ νόμοι διδόασιν."
3403,Demosthenes (0014),Against Aristocrates (023),61.5,"εἶτ’ οὐ δεινόν, ὦ γῆ καὶ θεοί, καὶ φανερῶς παράνομον, οὐ μόνον παρὰ τὸν γεγραμμένον νόμον, ἀλλὰ καὶ παρὰ τὸν κοινὸν ἁπάντων ἀνθρώπων, τὸν ἄγοντ’ ἢ φέροντα βίᾳ τἄμ’ ἐν πολεμίου μοίρᾳ μὴ ἐξεῖναί μοι ἀμύνεσθαι, εἴ γε μηδὲ τοῦτον τὸν τρόπον ἐξέσται Χαρίδημον ἀποκτεῖναι, ἀλλά, ἐὰν ἀδικῶν ἄγῃ καὶ φέρῃ βίᾳ τά τινος λῃζόμενος, ἀγώγιμος ὁ κτείνας ἔσται, τοῦ νόμου διδόντος, ἐὰν ἐπὶ τούτοις, ἀθῷον εἶναι;"
3404,Demosthenes (0014),Against Aristocrates (023),62.13,"τί γὰρ ἄλλ’ ἐστὶν τὸ μεταποιεῖν ἢ ὅταν ἔξω τῶν τεταγμένων δικαστηρίων καὶ ὅρων, διδῷ τις τὰς τιμωρίας, καὶ τὸ λόγου τυχεῖν ἀναιρῶν ἐκδότους ποιῇ;"
3405,Demosthenes (0014),Against Aristocrates (023),66.1,"τοῦτο μὲν τοίνυν τὰ παλαιά, ὡς ἡμῖν ἀκούειν παραδέδοται, ἐν μόνῳ τούτῳ τῷ δικαστηρίῳ δίκας φόνου θεοὶ καὶ δοῦναι καὶ λαβεῖν ἠξίωσαν καὶ δικασταὶ γενέσθαι διενεχθεῖσιν ἀλλήλοις, ὡς λόγος·"
3406,Demosthenes (0014),Against Aristocrates (023),67.1,"ταύτην τοίνυν τὴν φυλακὴν καὶ τὰς ἐν ταύτῃ νομίμους τιμωρίας παραβὰς ὁ γράφων τὸ ψήφισμα τοδὶ ζῶντι μὲν ἐξουσίαν γέγραφεν τῷ Χαριδήμῳ ποιεῖν ὅ τι ἂν βούληται, παθόντος δέ τι τοῖς οἰκείοις συκοφαντίαν δέδωκεν."
3407,Demosthenes (0014),Against Aristocrates (023),67.5,"ἴστε δήπου τοῦθ’ ἅπαντες, ὅτι ἐν Ἀρείῳ πάγῳ, οὗ δίδωσ’ ὁ νόμος καὶ κελεύει τοῦ φόνου δικάζεσθαι, πρῶτον μὲν διομεῖται κατ’ ἐξωλείας αὑτοῦ καὶ γένους καὶ οἰκίας ὅ τιν’ αἰτιώμενος εἰργάσθαι τι τοιοῦτον, εἶτ’ οὐδὲ τὸν τυχόντα τιν’ ὅρκον ἀλλ’ ὃν οὐδεὶς ὄμνυσ’ ὑπὲρ οὐδενὸς ἄλλου, στὰς ἐπὶ τῶν τομίων κάπρου καὶ κριοῦ καὶ ταύρου, καὶ τούτων ἐσφαγμένων ὑφ’ ὧν δεῖ καὶ ἐν αἷς ἡμέραις καθήκει, ὥστε καὶ ἐκ τοῦ χρόνου καὶ ἐκ τῶν μεταχειριζομένων ἅπαν, ὅσον ἔσθ’ ὅσιον, πεπρᾶχθαι."
3408,Demosthenes (0014),Against Aristocrates (023),69.1,"ἂν δὲ δόξῃ τὰ δίκαι’ ἐγκαλεῖν καὶ ἕλῃ τὸν δεδρακότα τοῦ φόνου, οὐδ’ οὕτω κύριος γίγνεται τοῦ ἁλόντος, ἀλλ’ ἐκείνου μὲν οἱ νόμοι κύριοι κολάσαι καὶ οἷς προστέτακται, τῷ δ’ ἐπιδεῖν διδόντα δίκην ἔξεστιν, ἣν ἔταξ’ ὁ νόμος, τὸν ἁλόντα, πέρα δ’ οὐδὲν τούτου."
3409,Demosthenes (0014),Against Aristocrates (023),72.4,"τηνικαῦτα δ’ ἥκειν δέδωκεν ἔστιν ὃν τρόπον, οὐχ ὃν ἂν τύχῃ, ἀλλὰ καὶ θῦσαι καὶ καθαρθῆναι καὶ ἄλλ’ ἄττα διείρηκεν ἃ χρὴ ποιῆσαι, ὀρθῶς, ὦ ἄνδρες Ἀθηναῖοι, πάντα ταῦτα λέγων ὁ νόμος."
3410,Demosthenes (0014),Against Aristocrates (023),80.2,"εἰ πάντα ταῦτά τις ἠγνόηκεν, ἢ καὶ παρεληλύθασιν οἱ χρόνοι ἐν οἷς ἔδει τούτων ἕκαστα ποιεῖν, ἢ δι’ ἄλλο τι οὐχὶ βούλεται τούτους τοὺς τρόπους ἐπεξιέναι, τὸν ἀνδροφόνον δ’ ὁρᾷ περιιόντ’ ἐν τοῖς ἱεροῖς καὶ κατὰ τὴν ἀγοράν, ἀπάγειν ἔξεστιν εἰς τὸ δεσμωτήριον, οὐκ οἴκαδ’ οὐδ’ ὅποι βούλεται, ὥσπερ σὺ δέδωκας."
3411,Demosthenes (0014),Against Aristocrates (023),85.6,"οὐκοῦν καὶ τῷ μὴ προσθεῖναι πῶς, ἐὰν ἀποκτείνῃ, καὶ τῷ μηδεμίαν κρίσιν εἰπεῖν, καὶ τῷ μὴ δίκας αἰτεῖν, καὶ τῷ πανταχόθεν διδόναι λαβεῖν, καὶ τῷ τοὺς ὑποδεξαμένους, ἀλλὰ μὴ παρ’ οἷς ἂν τὸ πάθος γένηται κολάζειν, καὶ πᾶσιν οὑτωσὶ φανερῶς καὶ παρὰ τοῦτον εἴρηκε τὸν νόμον."
3412,Demosthenes (0014),Against Aristocrates (023),89.6,"ἀλλ’ οὐκ Ἀριστοκράτης, ἀλλὰ προπηλακίζει μὲν καθ’ ὅσον δύναται τούτους (ὡς γοῦν οὐδενὸς ἀξίων ἴδιόν τι γράφειν ἐπεχείρησεν) μικρὰν δ’ ἀποφαίνει κἀκείνην τὴν δωρειὰν ᾗ τὴν πολιτείαν δεδώκατε τῷ Χαριδήμῳ."
3413,Demosthenes (0014),Against Aristocrates (023),94.7,"οὐ τοίνυν τοῦτο σκεπτέον, εἰ τοῦτ’ ἔστιν ἄκυρον τοῖς χρόνοις, ἀλλ’ ἐκεῖνο, ὅτι τῇ περὶ τούτου ψήφῳ, νῦν ἐὰν ἀποψηφίσησθε, τοῖς ἀδικεῖν βουλομένοις αὖθις ὑμᾶς ἄδειαν δώσετε."
3414,Demosthenes (0014),Against Aristocrates (023),118.1,"ὅτι τοίνυν ὅλως οὐδ’ ὑγιαινόντων ἐστὶν ἀνθρώπων τοιαῦτα γράφειν ψηφίσματα καὶ διδόναι τισὶ τοιαύτας δωρειάς, καὶ τοῦτ’ ἐκ πολλῶν ῥᾴδιον γνῶναι."
3415,Demosthenes (0014),Against Aristocrates (023),123.1,"οὐ τοίνυν ἔγωγ’ οὐδ’ ἐκεῖν’ ἰδεῖν δύναμαι, ὡς οὐχὶ πάντες ἄνθρωποι τούτων ἀξιώσουσι τυχεῖν, ὅσοις πέρ ἐστι καὶ ἡτισοῦν εὐεργεσίας πρόφασις πρὸς ὑμᾶς, εἰ Χαριδήμῳ δώσετε, οἷον, εἰ βούλεσθε, Σίμων, Βιάνωρ, Ἀθηνόδωρος, ἄλλοι μυρίοι."
3416,Demosthenes (0014),Against Aristocrates (023),149.1,"οὗτος ἓν μὲν ἁπάντων πρῶτον, μισθωθεὶς ὑπ’ Ἰφικράτους καὶ πλεῖν ἢ τρί’ ἔτη μισθοφορήσας παρ’ ἐκείνῳ, ἐπειδὴ τὸν μὲν Ἰφικράτην ἀποστράτηγον ἐποιήσατε, Τιμόθεον δ’ ἐπ’ Ἀμφίπολιν καὶ Χερρόνησον ἐξεπέμψατε στρατηγόν, πρῶτον μὲν τοὺς Ἀμφιπολιτῶν ὁμήρους, οὓς παρ’ Ἁρπάλου λαβὼν Ἰφικράτης ἔδωκε φυλάττειν αὐτῷ, ψηφισαμένων ὑμῶν ὡς ὑμᾶς κομίσαι παρέδωκεν Ἀμφιπολίταις·"
3417,Demosthenes (0014),Against Aristocrates (023),150.8,"διὰ τὸν παρόντα δὲ καιρὸν καὶ τὸ δεῖν ξένων ἐπὶ τὸν πόλεμον τὸν ἐπ’ Ἀμφίπολιν, ἀντὶ τοῦ δίκην δοῦναι ὅτι οὐκ ἀπεδεδώκει τοὺς ὁμήρους καὶ διότι πρὸς Κότυν ἐχθρὸν ὄνθ’ ὑμῖν ηὐτομόλησεν ἔχων τὰς τριακοντόρους, πίστεις δοὺς καὶ λαβὼν ἐστράτευσε μεθ’ ὑμῶν."
3418,Demosthenes (0014),Against Aristocrates (023),151.1,"ὧν δ’ ἐκεῖνον δίκαιον ἦν χάριν ὑμῖν ἔχειν οὐκ ἀπολωλότα, τοῦτο παθόντ’ ἂν δικαίως, ἀντὶ τούτων ὡς ὀφείλουσ’ ἡ πόλις αὐτῷ στεφάνους καὶ πολιτείαν καὶ ἃ πάντες ἐπίστασθε δέδωκεν."
3419,Demosthenes (0014),Against Aristocrates (023),159.1,"καίτοι μὴ νομίζετε μήτ’ ἂν τοὺς Ἀβυδηνοὺς αὐτὸν ὑποδέχεσθαι μήτ’ ἂν τοὺς ἐν τῇ Σηστῷ, τῆς ἐπιστολῆς ὑμῖν ἐκείνης πεπεμμένης, εἰ μὴ συνῄδεσαν αὐτῷ φενακίζοντι τότε καὶ συνεξηπάτων αὐτοί, βουλόμενοι τοῦ μὲν διαβῆναι τὸ στράτευμ’ ὑμᾶς παρέχειν τὴν ἀσφάλειαν, διαβάντος δέ, ὅπερ συνέβη δόντος Ἀρταβάζου τὴν ἄδειαν, αὑτοῖς ὑπάρξαι τὴν χρείαν."
3420,Demosthenes (0014),Against Aristocrates (023),185.5,"καίτοι τῷ τοιούτῳ τὸ δίκης, ἣν ἔδωκε δικαίως ἄν, ἀφεῖσθαι, μεγάλη δωρειὰ παρ’ ὑμῶν ἦν."
3421,Demosthenes (0014),Against Aristocrates (023),198.5,δοκεῖτε γὰρ αὐτοὶ τῶν ἔργων τούτων παραχωρεῖν τῶν τιμῶν ταῖς ὑπερβολαῖς αἷς δεδώκατ’ ἐπ’ αὐτοῖς ἑκάστῳ τούτων.
3422,Demosthenes (0014),Against Aristocrates (023),199.3,"ἐκεῖνοι Μένωνι τῷ Φαρσαλίῳ δώδεκα μὲν τάλαντ’ ἀργυρίου δόντι πρὸς τὸν ἐπ’ Ἠιόνι τῇ πρὸς Ἀμφιπόλει πόλεμον, τριακοσίοις δ’ ἱππεῦσι πενέσταις ἰδίοις βοηθήσαντι, οὐκ ἐψηφίσαντο, αὐτὸν ἄν τις ἀποκτείνῃ, ἀγώγιμον εἶναι, ἀλλὰ πολιτείαν ἔδοσαν καὶ ταύτην ἱκανὴν ὑπελάμβανον εἶναι τὴν τιμήν."
3423,Demosthenes (0014),Against Aristocrates (023),202.6,"πάλιν Τιμοθέου δόξαντός τι ποιῆσαι τῶν δεόντων ὑμῖν, πρὸς τῷ πάνθ’ ἃ μέγιστ’ ἦν αὐτῷ δοῦναι προσέθηκαν αὐτῷ Φρασιηρίδην καὶ Πολυσθένην, ἀνθρώπους οὐδ’ ἐλευθέρους, ἀλλ’ ὀλέθρους καὶ τοιαῦτα πεποιηκότας οἷα λέγειν ὀκνήσειεν ἄν τις εὖ φρονῶν."
3424,Demosthenes (0014),Against Aristocrates (023),215.6,"τοῦτο φυλάττετε καὶ μέμνησθε, ὅτι πάντων ἐναντιώτατόν ἐστι τῷ κρίνειν τὸ μὴ διδόντα κρίσιν ἔκδοτον ποιεῖν."
3425,Demosthenes (0014),Against Aristocrates (023),216.3,ὁ δ’ ἐν τῷ ποιεῖν ἀγώγιμον πάντα ταῦτα δέδωκεν·
3426,Demosthenes (0014),Against Aristocrates (023),217.1,ἔστιν ἐφ’ οἷς ἀδικήμασιν δέδωκεν ἀποκτείνειν ὁ νόμος·
3427,Demosthenes (0014),Against Aristocrates (023),218.1,"τὸ ἀνδρολήψιον, παρ’ οἷς ἂν ὁ δράσας ᾖ, ἂν μὴ διδῶσι δίκας, κελεύουσιν οἱ νόμοι μέχρι τριῶν εἶναι·"
3428,Demosthenes (0014),Against Aristogeiton 1 (025),14.7,"δότε δ’, ὦ ἄνδρες Ἀθηναῖοι, δότε καὶ συγχωρήσατε μοι πρὸς Διός, ὡς πέφυκα καὶ προῄρημαι, περὶ τούτων διαλεχθῆναι πρὸς ὑμᾶς·"
3429,Demosthenes (0014),Against Aristogeiton 1 (025),20.2,"εἰ γάρ τις ὑμῶν ἐξετάσαι βούλεται τί ποτ’ ἐστὶ τὸ αἴτιον καὶ τὸ ποιοῦν τὴν βουλὴν συλλέγεσθαι, τὸν δῆμον εἰς τὴν ἐκκλησίαν ἀναβαίνειν, τὰ δικαστήρια πληροῦσθαι, τὰς ἕνας ἀρχὰς ταῖς νέαις ἑκούσας ὑπεξιέναι, καὶ πάντα δι’ ὧν ἡ πόλις οἰκεῖται καὶ σῴζεται γίγνεσθαι, τοὺς νόμους εὑρήσει καὶ τὸ τούτοις ἅπαντας πείθεσθαι, ἐπεὶ λυθέντων γε τούτων, καὶ ἑκάστῳ δοθείσης ἐξουσίας ὅ τι βούλεται ποιεῖν, οὐ μόνον ἡ πολιτεία οἴχεται, ἀλλ’ οὐδ’ ὁ βίος ἡμῶν τοῦ τῶν θηρίων οὐδὲν ἂν διενέγκαι."
3430,Demosthenes (0014),Against Aristogeiton 1 (025),45.4,"εἰ πονηρός ἐστιν Ἀριστογείτων ἁπλῶς καὶ πικρὸς καὶ συκοφάντης καὶ τοιοῦτος οἷος ὑπισχνεῖται, δίδωμι, συγχωρῶ, Φιλόκρατες, σοὶ τῷ τοιούτῳ τὸν ὅμοιον σῴζειν·"
3431,Demosthenes (0014),Against Aristogeiton 1 (025),49.3,"ὃς εἰς τοῦθ’ ἥκει πονηρίας ὥστ’ ἐνδεδειγμένος ἤδη βοῶν, συκοφαντῶν, ἀπειλῶν οὐκ ἐπαύετο, οἷς μὲν ὑμεῖς τὰ μέγιστ’ ἐνεχειρίζετε στρατηγοῖς, ὅτι αὐτῷ ἀργύριον αἰτοῦντι οὐκ ἔδοσαν, οὐδὲ τῶν κοπρώνων ἂν ἐπιστάτας ἑλέσθαι φάσκων, οὐκ ἐκείνους ὑβρίζων, οὔ (ἐκείνοις μὲν γὰρ ἐξῆν μικρὸν ἀργύριον δοῦσι τούτῳ μὴ ἀκούειν ταῦτα) ἀλλὰ τὴν ὑμετέραν χειροτονίαν προπηλακίζων καὶ τῆς αὑτοῦ πονηρίας ἐπίδειξιν ποιούμενος, τὰς δὲ κληρωτὰς ἀρχὰς σπαράττων, αἰτῶν, εἰσπράττων ἀργύριον, τί κακὸν οὐ παρέχων;"
3432,Demosthenes (0014),Against Aristogeiton 1 (025),53.5,"τίνι γὰρ πώποθ’ ὑμεῖς ἔδοτε, ἐὰν ὄφλῃ τι τῷ δημοσίῳ, τοῦτο μὴ καταθέντι τῶν ἴσων μετέχειν;"
3433,Demosthenes (0014),Against Aristogeiton 1 (025),97.2,"ἐπολιτεύοντο γὰρ οὐχὶ τοῖς πονηροτάτοις καὶ συκοφάνταις συνεργεῖν διδόντες ἑαυτούς, οὐδὲ τὸν ἐντὸς τείχους φθόνον ἀσκοῦντες ἐπ’ ἀλλήλους, ἀλλὰ καὶ τῶν ῥητόρων καὶ τῶν ἰδιωτῶν τοὺς μὲν σώφρονας καὶ χρηστοὺς τιμῶντες, τοὺς δὲ πονηροὺς καὶ θρασεῖς μισοῦντες καὶ κολάζοντες."
3434,Demosthenes (0014),Against Aristogeiton 1 (025),99.4,"πῶς δὲ ταῖς νουμηνίαις εἰς ἀκρόπολιν ἀναβαίνοντες τἀγαθὰ τῇ πόλει διδόναι καὶ ἕκαστος ἑαυτῷ τοῖς θεοῖς εὔξεσθε, ὅταν ὄντος τούτου ἐκεῖ καὶ τοῦ πατρὸς αὐτοῦ τοῦ χρηστοῦ τἀναντία τοῖς ὅρκοις καὶ τοῖς ἐκεῖ γράμμασιν ἐγνωκότες ἦτε;"
3435,Demosthenes (0014),Against Aristogeiton 1 (025),101.5,"ἐφῖκται γάρ, ἐφῖκται πάντων ἡ τούτου κακοπραγμοσύνη, καὶ πᾶσι βουλομένοις ἐστὶν ἀπαλλαγῆναι τῆς τούτου πονηρίας καὶ δίκην δεδωκότ’ ἰδεῖν."
3436,Demosthenes (0014),Against Aristogeiton 2 (026),2.3,"ὡς ἐὰν ἅπαξ δῶτε τοῖς ὑπὲρ τῶν κοινῶν ἐγχειροῦσί τι πράττειν τὸ παρανομεῖν καὶ καταφρονεῖν τῶν ὡρισμένων δικαίων, ἀναγκαῖόν ἐστιν ἅπαντας ἀπολαύειν τοὺς μετέχοντας τῆς πόλεως."
3437,Demosthenes (0014),Against Aristogeiton 2 (026),13.4,"καὶ τὸ μὲν ὑπὲρ τοῦ μὴ γενέσθαι τὴν εἰρήνην ἐφ’ ᾧ θ’ ἕνα κύριον τῆς ὅλης πολιτείας καταστῆναι, τὸ δ’ ὑπὲρ τοῦ τὰ τουτωνὶ δόγματα καὶ νόμιμα ἐκ παλαιοῦ παραδοθένθ’ ὑπὸ τῶν προγόνων σοὶ μόνῳ δεδόσθαι ἐξουσίαν ἀδεῶς παραβαίνοντι καὶ πράττοντι ὅ τι ἂν βουληθῇς."
3438,Demosthenes (0014),Against Aristogeiton 2 (026),19.9,"πρὸς δὲ τούτοις, εἰ μὲν μὴ καὶ πρότερον τοῖς αὐτοῖς τούτοις χρώμενος λόγοις ἐξηπάτησεν ὑμᾶς, ὅτ’ ἠγωνίσατο τὴν προτέραν ἔνδειξιν, ἦν μὲν οὐδ’ οὕτω δίκαιον παρὰ τοὺς ὑπάρχοντας νόμους τι συγχωρεῖν (οὐ δεῖ γὰρ παρανομεῖν δόντας τισὶ τοὺς ἄλλους κατὰ τοὺς νόμους ἀξιοῦν πράττειν) οὐ μὴν ἀλλ’ ἴσως γ’ εὐλογώτερον ἦν τὸ πιστεῦσαι καὶ καταχαρίσασθαι καὶ προέσθαι τι τῶν τοιούτων."
3439,Demosthenes (0014),Against Aristogeiton 2 (026),23.1,"ὧν, ἐὰν ἔχητε νοῦν, ἐνθυμούμενοι τοὺς μὲν φάσκοντας τούτους τῷ λόγῳ φιλεῖν ὑμᾶς χαίρειν ἐάσετε, αὐτοὶ δὲ τοῦτ’ ἐκ παντὸς τρόπου παραφυλάξετε, ὅπως μηδενὶ δῶτ’ ἐξουσίαν ἀκύρους τοὺς νόμους ποιεῖν, ἄλλως τε καὶ τῶν ὑπὲρ τοῦ πλήθους καὶ λέγειν καὶ γράφειν δύνασθαι προσποιουμένων."
3440,Demosthenes (0014),Against Boeotus 1 (039),2.3,"ὁ πατὴρ δέ (πᾶσα γὰρ εἰρήσεται ἡ ἀλήθει’, ὦ ἄνδρες δικασταί) ἅμα μὲν φοβούμενος εἰς δικαστήριον εἰσιέναι, μή τις, οἷ’ ὑπὸ πολιτευομένου, ἑτέρωθί που λελυπημένος ἐνταυθοῖ ἀπαντήσειεν αὐτῷ, ἅμα δ’ ἐξαπατηθεὶς ὑπὸ τῆς τουτουὶ μητρός, ὀμοσάσης αὐτῆς ἦ μήν, ἐὰν ὅρκον αὐτῇ διδῷ περὶ τούτων, μὴ ὀμεῖσθαι, τούτων δὲ πραχθέντων οὐδὲν ἔτ’ ἔσεσθαι αὐτοῖς, καὶ μεσεγγυησαμένης ἀργύριον, ἐπὶ τούτοις δίδωσι τὸν ὅρκον."
3441,Demosthenes (0014),Against Boeotus 1 (039),31.6,"ταὐτὰ τοίνυν ταῦτ’ ἐγώ σ’ ἀξιῶ, ἢ πατρὸς ἄλλου σεαυτὸν παραγράφειν, ἢ τοὔνομ’ ἔχειν ὃ ’κεῖνος ἔδωκέ σοι."
3442,Demosthenes (0014),Against Boeotus 2 (040),2.5,"ἀλλὰ πρὸς τούτοις ἐξελήλαμαι μὲν ἐκ τῆς πατρῴας οἰκίας ὑπὸ τούτων, ἐν ᾗ καὶ ἐγενόμην καὶ ἐτράφην, καὶ εἰς ἣν οὐχ ὁ πατὴρ αὐτοὺς ἀλλ’ ἐγὼ τελευτήσαντος ἐκείνου παρεδεξάμην, ἀποστεροῦμαι δὲ τὴν προῖκα τῆς ἐμαυτοῦ μητρός, περὶ ἧς νυνὶ δικάζομαι, αὐτὸς μὲν τούτοις δίκας ὑπὲρ ὧν ἐνεκάλουν μοι πάντων δεδωκώς, πλὴν εἴ τινα νῦν ἕνεκα τῆς δίκης ταύτης ἀντειλήχασίν μοι συκοφαντοῦντες, ὡς καὶ ὑμῖν ἔσται καταφανές, παρὰ δὲ τούτων ἐν ἕνδεκα ἔτεσιν οὐ δυνάμενος τυχεῖν τῶν μετρίων, ἀλλὰ νῦν εἰς ὑμᾶς καταπεφευγώς."
3443,Demosthenes (0014),Against Boeotus 2 (040),21.1,"ταῦτα διέξεισιν, ὦ ἄνδρες δικασταί, οὔτε μαρτυρίαν οὐδεμίαν ἐμβεβλημένος ὑπὲρ τούτων οὔτ’ ἀγνοῶν ὡς οὐδὲν ὑγιὲς λέγει, ἀλλ’ ἀκριβῶς εἰδὼς ὅτι ὁμολογῶν μὲν ἀδικεῖν ἐν ὑμῖν οὐδείς πω ἀπέφυγεν, ψευδόμενος δὲ καὶ παραγωγὰς λέγων ἤδη τις δίκην οὐκ ἔδωκεν."
3444,Demosthenes (0014),Against Callicles (055),27.1,"ἵνα δ’ εἰδῆθ’ ὅτι καὶ τὸν χλῆδον εἰς τὴν ὁδὸν ἐκβεβλήκασιν, καὶ τὴν αἱμασιὰν προαγαγόντες στενοτέραν τὴν ὁδὸν πεποιήκασιν, ἔτι δ’ ὡς ὅρκον ἐδίδουν ἐγὼ τῇ τούτων μητρί, καὶ τὴν ἐμαυτοῦ τὸν αὐτὸν ὀμόσαι προὐκαλούμην, λαβέ μοι τάς τε μαρτυρίας καὶ τὴν πρόκλησιν."
3445,Demosthenes (0014),Against Conon (054),13.6,"βούλομαι δὴ προειπεῖν ὑμῖν ἁγὼ πέπυσμαι λέγειν αὐτὸν παρεσκευάσθαι, ἀπὸ τῆς ὕβρεως καὶ τῶν πεπραγμένων τὸ πρᾶγμ’ ἄγοντ’ εἰς γέλωτα καὶ σκώμματ’ ἐμβαλεῖν πειράσεσθαι, καὶ ἐρεῖν ὡς εἰσὶν ἐν τῇ πόλει πολλοί, καλῶν κἀγαθῶν ἀνδρῶν υἱεῖς, οἳ παίζοντες οἷ’ ἄνθρωποι νέοι σφίσιν αὐτοῖς ἐπωνυμίας πεποίηνται, καὶ καλοῦσι τοὺς μὲν ἰθυφάλλους, τοὺς δ’ αὐτοληκύθους, ἐρῶσι δ’ ἐκ τούτων ἑταιρῶν τινές, καὶ δὴ καὶ τὸν υἱὸν τὸν ἑαυτοῦ εἶναι τούτων ἕνα, καὶ πολλάκις περὶ ἑταίρας καὶ εἰληφέναι καὶ δεδωκέναι πληγάς, καὶ ταῦτ’ εἶναι νέων ἀνθρώπων."
3446,Demosthenes (0014),Against Conon (054),21.4,"εἰ δ’ ἄρ’ ἐστίν τῳ, τοῖς δι’ ἡλικίαν τούτων τι πράττουσιν, τούτοις ἀποκεῖσθαι προσήκει τὰς τοιαύτας καταφυγάς, κἀκείνοις οὐκ εἰς τὸ μὴ δοῦναι δίκην, ἀλλ’ εἰς τὸ τῆς προσηκούσης ἐλάττω."
3447,Demosthenes (0014),Against Conon (054),26.3,"ἐποίησαν μὲν γὰρ ἔξω μέσων νυκτῶν τὴν ὥραν, οὔτε τὰς μαρτυρίας ἀναγιγνώσκειν ἐθέλοντες οὔτ’ ἀντίγραφα διδόναι, τῶν τε παρόντων ἡμῖν καθ’ ἕν’ οὑτωσὶ πρὸς τὸν λίθον ἄγοντες καὶ ἐξορκοῦντες, καὶ γράφοντες μαρτυρίας οὐδὲν πρὸς τὸ πρᾶγμα, ἀλλ’ ἐξ ἑταίρας εἶναι παιδίον αὐτῷ καὶ τοῦτο πεπονθέναι τὰ καὶ τά, ἃ μὰ τοὺς θεούς, ἄνδρες δικασταί, οὐδεὶς ὅστις οὐκ ἐπετίμα τῶν παρόντων καὶ ἐμίσει, τελευτῶντες δὲ καὶ αὐτοὶ οὗτοι ἑαυτούς."
3448,Demosthenes (0014),Against Conon (054),42.1,"ἀξιῶ τοίνυν ὑμᾶς, ὦ ἄνδρες δικασταί, πάνθ’ ὅσ’ ἐστὶν δίκαι’ ἐπιδείξαντος ἐμοῦ καὶ πίστιν προσθέντος ὑμῖν, ὥσπερ ἂν αὐτὸς ἕκαστος παθὼν τὸν πεποιηκότ’ ἐμίσει, οὕτως ὑπὲρ ἐμοῦ πρὸς Κόνωνα τουτονὶ τὴν ὀργὴν ἔχειν, καὶ μὴ νομίζειν ἴδιον τῶν τοιούτων μηδὲν ὃ κἂν ἄλλῳ τυχὸν συμβαίη, ἀλλ’ ἐφ’ ὅτου ποτ’ ἂν συμβῇ, βοηθεῖν καὶ τὰ δίκαι’ ἀποδιδόναι, καὶ μισεῖν τοὺς πρὸ μὲν τῶν ἁμαρτημάτων θρασεῖς καὶ προπετεῖς, ἐν δὲ τῷ δίκην ὑπέχειν ἀναισχύντους καὶ πονηροὺς καὶ μήτε δόξης μήτ’ ἔθους μήτ’ ἄλλου μηδενὸς φροντίζοντας πρὸς τὸ μὴ δοῦναι δίκην."
3449,Demosthenes (0014),Against Dionysodorus (056),1.8,"ἡμεῖς δ’ οὐ φαμὲν δώσειν, ἀλλ’ εὐθὺς τῷ δανειζομένῳ δίδομεν τὸ ἀργύριον."
3450,Demosthenes (0014),Against Dionysodorus (056),12.4,"οὗτος δὲ οὕτως ὑβριστικῶς ἐχρήσατο ἡμῖν, ὥστε τοὺς μὲν τόκους τοὺς ἐν τῇ συγγραφῇ γεγραμμένους οὐκ ἔφη δώσειν·"
3451,Demosthenes (0014),Against Dionysodorus (056),12.4,"εἰ δὲ βούλεσθε, ἔφη, κομίζεσθαι τὸ πρὸς μέρος τοῦ πλοῦ τοῦ πεπλευσμένου, δώσω ὑμῖν φησὶν τοὺς εἰς Ῥόδον τόκους·"
3452,Demosthenes (0014),Against Dionysodorus (056),14.1,"ἐπειδὴ γάρ, ὦ ἄνδρες Ἀθηναῖοι, τῶν ὑμετέρων πολιτῶν τινὲς παραγενόμενοι ἀπὸ ταὐτομάτου συνεβούλευον ἡμῖν τὸ μὲν διδόμενον λαμβάνειν, περὶ δὲ τῶν ἀντιλεγομένων κρίνεσθαι, τοὺς δὲ εἰς Ῥόδον τόκους μὴ καθομολογεῖν τέως ἂν κριθῶμεν, ἡμεῖς μὲν ταῦτα συνεχωροῦμεν, οὐκ ἀγνοοῦντες, ὦ ἄνδρες δικασταί, τὸ ἐκ τῆς συγγραφῆς δίκαιον, ἀλλ’ ἡγούμενοι δεῖν ἐλαττοῦσθαί τι καὶ συγχωρεῖν ὥστε μὴ δοκεῖν φιλόδικοι εἶναι, οὗτος δ’ ὡς ἑώρα ἡμᾶς ὁμόσε πορευομένους, ἀναιρεῖσθε φησὶ τοίνυν τὴν συγγραφήν."
